uuid,class_name,class_tag,instructors,term,session,start_time,end_time,start_date,end_date,room,addr,days,class_number,course_id,consent,enrolled,description,joint_offerings,q_report,school,department,subject,location,units,course_component,grading_basis,cross_reg,exam/final_deadline,class_capacity,class_notes,course_notes,recommended_prep,course_requirements,waitlist
93c90e00bcba4661b53678e27fb3ee10,Ethnomusicology: Seminar,AFRAMER 209X,['Ingrid Monson'],2024 Spring,Full Term,9:45am,11:45am,1/22/2024,4/24/2024,Location:TBA3,"https://www.google.com/maps?saddr=Current+Location&daddr=0,0&dirflg=w",['Th'],20663,222211,Instructor,,"Music, Emotion and Social Reparations. The graduate seminar explores connections between Black American Musics (BAM), Africa and themes of social justice and liberation historically, theoretically, and in relationship to economic reparations.  The power of music to inspire activism, assuage grief, manage fear, create spiritual connection, celebrate victory, and find joy has been an especially strong theme of African American and Pan-African music and history.  The seminar then poses the question, what would economic justice and structural reparations look like for Black music in the U.S. and on the African continent? How do copyright laws help or hinder?  What proposals for reparations have the strongest potential to address structural racism in Black communities in the U.S. and abroad?",['MUSIC 209R'],https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AFRAMER+209,Faculty of Arts & Sciences,African & African Amer Studies,African & African Amer Studies,Cambridge Campus,4,Seminar,FAS Letter Graded,Available for Harvard Cross Registration,,No Limit,,,,,
ff41b711dee84e7387c0e89b0e3e02cb,The Ethnic Avant-Garde,AFRAMER 232,['Jesse McCarthy'],2023 Fall,Full Term,3:00pm,5:45pm,9/5/2023,12/5/2023,Barker 211 (FAS),"https://www.google.com/maps?saddr=Current+Location&daddr=42.372608,-71.114535&dirflg=w",['M'],20205,222658,Instructor,12/15,"We begin with Steven S. Lee’s 2015 book, The Ethnic Avant-Garde: Minority Cultures and World Revolution, a study of the relation between minority writers and the Soviet Union. How can this model apply to other minority vanguardist literatures? What is or what was the avant-garde? How should we read that phrase today? Recent debates in Black Studies over temporality, periodization, affect, and antagonism, suggest that we may not have an adequate theory of the avant-garde, or at least we may need to update the ones we inherit from Renato Poggioli (1968) and Peter Bürger (1984) in their accounts of the historical formation of European vanguards. By revisiting the avant-garde, we renew a concept that touches on a wealth of topics of interest to contemporary theoretical and methodological debates: taste, politics, publics and counter-publics, signifying, archives, transnationalism, translation, incompleteness, failure, and the circulation and manipulation of new medias. There are also the classic questions: Who gets to decide what constitutes an ""avant-garde"" or avant-gardes? What is the relationship between avant-garde artistic movements and political or militant ones? This course will explore these themes comparatively, with readings drawn from poems, plays, novels, films, and ranging widely across the African diaspora, South and East Asia, the Caribbean, and Latin America. This is a graduate seminar and will typically only admit graduate students; undergraduate students may apply for special permission in writing but admittance will be strictly limited. ",,https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AFRAMER+232,Faculty of Arts & Sciences,African & African Amer Studies,African & African Amer Studies,Cambridge Campus,4,Seminar,FAS Letter Graded,Available for Harvard Cross Registration, 12/19/2023 2:00 PM,,,,,,
1880c867ced64900a80d44e45b678b93,Elementary Afrikaans,AFRIKAAN AA,['John Mugane'],2023 Fall,Full Term,,,9/5/2023,12/5/2023,Location:TBA3,"https://www.google.com/maps?saddr=Current+Location&daddr=0,0&dirflg=w",,27522,109427,Instructor,7/12,"A study of Afrikaans a major language spoken in South Africa at the Elementary level (First year part 1). Contact hours supplemented by digital resources. Emphasis on written expression, reading comprehension, and oral fluency. Students are strongly encouraged to take both parts of the course within the same academic year. The curriculum builds throughout the year.",,https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AFRIKAAN+,Faculty of Arts & Sciences,African & African Amer Studies,Afrikaans,Cambridge Campus,4,Seminar,FAS Letter Graded,Available for Harvard Cross Registration,,,,"Languages in the program are offered when there is demonstrated curricular or academic need on the part of the student, and when suitable instruction can be arranged. Please contact the department to learn more.",,,
6d91c4fd5fc94abba11eeb33cda9c91f,Elementary Afrikaans,AFRIKAAN AB,['John Mugane'],2024 Spring,Full Term,,,1/22/2024,4/24/2024,Location:TBA3,"https://www.google.com/maps?saddr=Current+Location&daddr=0,0&dirflg=w",,13288,205831,Instructor,,"A study of Afrikaans a major language spoken in South Africa at the Elementary level (First year part 2). Contact hours supplemented by digital resources. Emphasis on written expression, reading comprehension, and oral fluency. Students are strongly encouraged to take both parts of the course within the same academic year. The curriculum builds throughout the year.",,https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AFRIKAAN+,Faculty of Arts & Sciences,African & African Amer Studies,Afrikaans,Cambridge Campus,4,Seminar,FAS Letter Graded,Available for Harvard Cross Registration, 5/04/2024 9:00 AM,No Limit,,"Languages in the tutorial program are offered when there is demonstrated curricular or academic need on the part of the student, and when suitable instruction can be arranged. Please contact the department to learn more.",,,
3e8535ae08434fcfa4de9eedcde21684,Advanced Afrikaans II,AFRIKAAN 101BR,['John Mugane'],2024 Spring,Full Term,,,1/22/2024,4/24/2024,Location:TBA3,"https://www.google.com/maps?saddr=Current+Location&daddr=0,0&dirflg=w",,14884,205836,No Consent,,"A study of Afrikaans a major language spoken in South Africa at the Advanced level in the Spring semester. As needed, successive advanced readings in Afrikaans may be taken under Afrikaans 101br every Spring.",,https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AFRIKAAN+101,Faculty of Arts & Sciences,African & African Amer Studies,Afrikaans,Cambridge Campus,4,Tutorial,FAS Letter Graded,Available for Harvard Cross Registration, 5/04/2024 9:00 AM,No Limit,,"Languages in the tutorial program are offered when there is demonstrated curricular or academic need on the part of the student, and when suitable instruction can be arranged. Please contact the department to learn more.",Afrikaans 101ar or equivalent.,,
f0ce296dcf2c48c1a8e0d1464e4f429a,"Exploring Drawing Fundamentals: Techniques, Media, and Creative Interpretations",AFVS 11G,,2024 Spring,Full Term,12:00pm,4:15pm,1/22/2024,4/24/2024,Location:TBA3,"https://www.google.com/maps?saddr=Current+Location&daddr=0,0&dirflg=w",['F'],17253,222793,Instructor,0/12,"This comprehensive course explores the fundamentals of drawing and composition, covering various drawing techniques and media. Through guided instruction and observational study, students will develop skills in line application, shape, and value. This course provides a strong foundation in traditional drawing techniques. At the same time, students are encouraged to explore diverse interpretations while addressing technical and conceptual challenges through assigned projects inspired by historical and contemporary art practices.",,https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AFVS+11,Faculty of Arts & Sciences,"['Art', 'Film', 'and Visual Studies']","['Art', 'Film', 'and Visual Studies']",Cambridge Campus,4,Studio,FAS Letter Graded,Available for Harvard Cross Registration, 5/10/2024 2:00 PM,,,,,,
e62bfe89149b44ceb581b968797d0415,Drawing 1: Drawing as a Visual Language,AFVS 12,['Katarina Burin'],2024 Spring,Full Term,3:00pm,5:45pm,1/22/2024,4/24/2024,Location:TBA3,"https://www.google.com/maps?saddr=Current+Location&daddr=0,0&dirflg=w","['M', 'W']",17241,203312,Instructor,0/12,"A studio course to build the skills of drawing incrementally and expand students’ visual vocabulary. Drawings will be made from life, photographs and invention. Emphasis will be placed on enhancing our observational sensibilities through life drawing and the figure, focusing on all aspects of technical development, particularly the importance of line. The aim of this course is to expand drawing skills with intention and purpose.",,https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AFVS+12,Faculty of Arts & Sciences,"['Art', 'Film', 'and Visual Studies']","['Art', 'Film', 'and Visual Studies']",Cambridge Campus,4,Studio,FAS Letter Graded,Available for Harvard Cross Registration, 5/06/2024 2:00 PM,,,This class is for beginners or anyone furthering their skill level.,,,
408a55bbbe0143aebe878d9cb6df59ad,Making Things [Breaking Things],AFVS 14,['Katarina Burin'],2023 Fall,Full Term,4:30pm,7:15pm,9/5/2023,12/5/2023,Carpenter 4th Fl,"https://www.google.com/maps?saddr=Current+Location&daddr=42.373607,-71.114283&dirflg=w",['T'],15335,203314,Instructor,16/15,"The focus of this course is two-fold; to strengthen technical and material skills in sculpture, and to thoroughly explore our own conceptions of failure as the basis of artistic practice.
The course will introduce you to a variety of foundational skills in three-dimensional art and design, and provide time for you to build a deeper hands-on understanding of material and construction. We will work with paper and cardboard, and then with wood, plaster, clay and a variety of other mold-making, casting and sculpting materials.
We each walk into a circumstance with a given set of expectations concerning success and failure; expectations we have of ourselves, and expectations we believe others have of us personally, institutionally, culturally. These often become the driving force behind our actions. If we take time to explore the nature of these performance expectations and flip them on their heads, they can become the basis for rich and thorough artistic pursuit. We learn to embrace the experience of making with curiosity, uncertainty of our trajectory, and discover surprises - strange, awkward, and compelling.
 
 ",,https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AFVS+14,Faculty of Arts & Sciences,"['Art', 'Film', 'and Visual Studies']","['Art', 'Film', 'and Visual Studies']",Cambridge Campus,4,Studio,FAS Letter Graded,Available for Harvard Cross Registration, 12/15/2023 9:00 AM,,"FALL 2023: To take this limited-enrollment course, please consult the Canvas course site for information about the enrollment process and procedures.","This course is open to all, no prerequisites or experience necessary.",,,
dd9de7e35b0d469a9155e49cecf2fab2,Silkscreen,AFVS 15AR,['Annette Lemieux'],2023 Fall,Full Term,12:00pm,2:45pm,9/5/2023,12/5/2023,Carpenter 4th Fl,"https://www.google.com/maps?saddr=Current+Location&daddr=42.373607,-71.114283&dirflg=w","['T', 'Th']",15277,121758,Instructor,9/12,"For the student who is interested in the manipulation of found and original imagery. Students will create monotypes on paper and other surfaces utilizing the silkscreen process. Through slide presentations, the class will be introduced to the work of artists such as Rauschenberg and Warhol, as well as others who use the silkscreen process.",,https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AFVS+15,Faculty of Arts & Sciences,"['Art', 'Film', 'and Visual Studies']","['Art', 'Film', 'and Visual Studies']",Cambridge Campus,4,Studio,FAS Letter Graded,Available for Harvard Cross Registration, 12/12/2023 9:00 AM,,"FALL 2023: To take this limited-enrollment course, please consult the Canvas course site for information about the enrollment process and procedures.",No previous studio experience necessary.,,,
85abde9dab9e4464aa829df59026cbac,Creating Comics and Graphic Novels,AFVS 19K,['Peter Kuper'],2023 Fall,Full Term,9:00am,11:45am,9/5/2023,12/5/2023,Sever 411 (FAS),"https://www.google.com/maps?saddr=Current+Location&daddr=42.37436,-71.115493&dirflg=w",['W'],20623,222766,Instructor,11/11,"This course examines the history of the form, including graphic novels and comic strips, and explores the building blocks necessary to create effective comics based upon personal experiences and research. Students are taught ways to access their writing and artistic abilities and apply them to sequential narratives. There is an emphasis on capturing ideas through regular sketchbook exercises and the exploration of social and political subject matter as a basis for assignments. Students are encouraged to explore an array of visual approaches and techniques in the creation of weekly assignments within the confines of a single black-and-white page.",,https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AFVS+19,Faculty of Arts & Sciences,"['Art', 'Film', 'and Visual Studies']","['Art', 'Film', 'and Visual Studies']",Cambridge Campus,4,Studio,FAS Letter Graded,Available for Harvard Cross Registration, 12/20/2023 9:00 AM,,"FALL 2023: To take this limited-enrollment course, please consult the Canvas course site for information about the enrollment process and procedures.",,,,
1c122bd4296c4c9584320be70ab085b0,"Painting, Smoking, Eating",AFVS 24,['Matt Saunders'],2024 Spring,Full Term,1:30pm,5:45pm,1/22/2024,4/24/2024,Location:TBA3,"https://www.google.com/maps?saddr=Current+Location&daddr=0,0&dirflg=w",['W'],19204,127177,Instructor,0/12,"Titled after Philip Guston, this course has two agendas: technical assignments that improve your ability to move paint around and developing groundwork for personal projects. From the space of the studio an artist reflects on the world. We will consider the role of artists in society and the boundaries between interior and exterior meaning, as we develop practices that are both self-expressive and self-reflective, with special curiosity about auteurs, flaneurs, and all painters with individual and committed voices.
 ",,https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AFVS+24,Faculty of Arts & Sciences,"['Art', 'Film', 'and Visual Studies']","['Art', 'Film', 'and Visual Studies']",Cambridge Campus,4,Studio,FAS Letter Graded,Available for Harvard Cross Registration, 5/02/2024 9:00 AM,,,,,,
a42a7c32fc244fdbb2d08a3807a3a86b,Ernst-While Painting Toward A Dream,AFVS 25,['Kianja Strobert'],2023 Fall,Full Term,9:00am,11:45am,9/5/2023,12/5/2023,Carpenter 2nd Fl,"https://www.google.com/maps?saddr=Current+Location&daddr=42.373607,-71.114283&dirflg=w","['M', 'W']",20627,222771,Instructor,12/12,"This studio course explores the role of material, visual thinking, observation, and the physical application of paint toward the realization of three dimensional worlds on a two dimensional surface. The initial in studio assignments seek to provide a foundation of formal visual principles.  Looking at many artists, including the work of Max Ernst, who inspires this particular session, we will take on the challenge of representation - with the goal of accurately capturing light, weight and form on the two dimensional surface. As such, this course requires us to look intently at objects and the many textures that compose our lived experience. Assignments progress to improve skill and experimentation. The goals are to gain confidence articulating goals, rendering objects and developing individual will. This course is well suited for beginners, and includes discussions, presentations and excursions. ",,https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AFVS+25,Faculty of Arts & Sciences,"['Art', 'Film', 'and Visual Studies']","['Art', 'Film', 'and Visual Studies']",Cambridge Campus,4,Studio,FAS Letter Graded,Available for Harvard Cross Registration, 12/20/2023 9:00 AM,,"FALL 2023: To take this limited-enrollment course, please consult the Canvas course site for information about the enrollment process and procedures.",,,,
2bf849bb2f274ae8b313b373788b54c0,Building Thought: Sculpture Course,AFVS 35R,['Annette Lemieux'],2024 Spring,Full Term,12:00pm,2:45pm,1/22/2024,4/24/2024,Location:TBA3,"https://www.google.com/maps?saddr=Current+Location&daddr=0,0&dirflg=w","['T', 'Th']",17233,108649,Instructor,0/12,"Using a variety of materials and methods, students will build and create artworks that reflect their ideas, with an emphasis and understanding of the language of images, materials, forms, actions, and presentation. Through images, videos, and informal discussions, students will be introduced to the concerns of conceptual artists of the 20th Century to the present.",,https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AFVS+35,Faculty of Arts & Sciences,"['Art', 'Film', 'and Visual Studies']","['Art', 'Film', 'and Visual Studies']",Cambridge Campus,4,Studio,FAS Letter Graded,Available for Harvard Cross Registration, 5/07/2024 9:00 AM,,,,,,
4dedeb8785cc41708a29b7a34c020381,Introduction to Still Photography,AFVS 40H 001,['Patrice Helmar'],2023 Fall,Full Term,9:00am,11:45am,9/5/2023,12/5/2023,Carpenter B19,"https://www.google.com/maps?saddr=Current+Location&daddr=42.373607,-71.114283&dirflg=w","['T', 'Th']",16023,220429,Instructor,10/10,"This course serves as an introduction to photography. We will concentrate on the contemporary and historic nature of the medium through lectures, discussions, and visiting artists. Tutorials and workshops using programs from the Adobe suite will cover digital workflow and proper camera operation. These sessions will include image capture, file management, image processing, and digital printing. Weekly assignments will include photographic exercises, readings, and written responses. Structure of the course will alternate between technical instruction, lab days, and critique. The culminating assignment will be a final series of photographs akin to a well honed collection of songs.",,https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AFVS+40,Faculty of Arts & Sciences,"['Art', 'Film', 'and Visual Studies']","['Art', 'Film', 'and Visual Studies']",Cambridge Campus,4,Studio,FAS Letter Graded,Available for Harvard Cross Registration, 12/16/2023 9:00 AM,,"FALL 2023: To take this limited-enrollment course, please consult the Canvas course site for information about the enrollment process and procedures.",,,,
969c463b28b04e5d929f28894de68f84,Introduction to Still Photography,AFVS 40H 002,['Patrice Helmar'],2023 Fall,Full Term,3:00pm,5:45pm,9/5/2023,12/5/2023,Carpenter B19,"https://www.google.com/maps?saddr=Current+Location&daddr=42.373607,-71.114283&dirflg=w","['T', 'Th']",16024,220429,Instructor,11/10,"This course serves as an introduction to photography. We will concentrate on the contemporary and historic nature of the medium through lectures, discussions, and visiting artists. Tutorials and workshops using programs from the Adobe suite will cover digital workflow and proper camera operation. These sessions will include image capture, file management, image processing, and digital printing. Weekly assignments will include photographic exercises, readings, and written responses. Structure of the course will alternate between technical instruction, lab days, and critique. The culminating assignment will be a final series of photographs akin to a well honed collection of songs.",,https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AFVS+40,Faculty of Arts & Sciences,"['Art', 'Film', 'and Visual Studies']","['Art', 'Film', 'and Visual Studies']",Cambridge Campus,4,Studio,FAS Letter Graded,Available for Harvard Cross Registration, 12/16/2023 9:00 AM,,,,,,
9960cdccc3d648c295c4dbd1cad4c3eb,Introduction to Still Photography,AFVS 40H,['Patrice Helmar'],2024 Spring,Full Term,9:00am,11:45am,1/22/2024,4/24/2024,Location:TBA3,"https://www.google.com/maps?saddr=Current+Location&daddr=0,0&dirflg=w","['T', 'Th']",15399,220429,Instructor,0/10,"This course serves as an introduction to photography. We will concentrate on the contemporary and historic nature of the medium through lectures, discussions, and visiting artists. Tutorials and workshops using programs from the Adobe suite will cover digital workflow and proper camera operation. These sessions will include image capture, file management, image processing, and digital printing. Weekly assignments will include photographic exercises, readings, and written responses. Structure of the course will alternate between technical instruction, lab days, and critique. The culminating assignment will be a final series of photographs akin to a well honed collection of songs.",,https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AFVS+40,Faculty of Arts & Sciences,"['Art', 'Film', 'and Visual Studies']","['Art', 'Film', 'and Visual Studies']",Cambridge Campus,4,Studio,FAS Letter Graded,Available for Harvard Cross Registration, 5/07/2024 2:00 PM,,,,,,
f227291b23f94a058466d10189e63eb8,Introduction to Photography,AFVS 41A,['Sharon Harper'],2023 Fall,Full Term,9:00am,11:45am,9/5/2023,12/5/2023,Carpenter B19,"https://www.google.com/maps?saddr=Current+Location&daddr=42.373607,-71.114283&dirflg=w","['M', 'W']",20651,122184,Instructor,11/10,"This studio course will introduce you to the conceptual and artistic potential of photography. Your understanding and use of the medium will be contextualized within contemporary and historic photographic art practices. Your own art practice will be developed alongside technical skills. We will discuss topics such as the ethics of photographing people, how to make meaningful images amid the proliferation of digital images, and traits that are unique to photography. This class is organized around presentations on artists’ work, presentations on photographic concepts, studio making assignments, individual meetings with the instructor, small discussions with peers to develop your practice, technical skill workshops, readings, reading discussions, group critiques, and visiting artist presentations. Curiosity, a strong work ethic, and a sense of adventure are required. No prior art experience necessary for enrollment in this class.",,https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AFVS+41,Faculty of Arts & Sciences,"['Art', 'Film', 'and Visual Studies']","['Art', 'Film', 'and Visual Studies']",Cambridge Campus,4,Studio,FAS Letter Graded,Available for Harvard Cross Registration, 12/20/2023 9:00 AM,,"FALL 2023: To take this limited-enrollment course, please consult the Canvas course site for information about the enrollment process and procedures.",No prior art experience necessary for enrollment in this class.,,,
b98dae30ad284a2c8b371a2b032f9b22,Introduction to Nonfiction Filmmaking,AFVS 50A,['Robb Moss'],2023 Fall,Full Term,,,9/5/2023,12/5/2023,,"https://www.google.com/maps?saddr=Current+Location&daddr=42.37436,-71.115493&dirflg=w","['W', 'F', '', '']",14448,114351,Instructor,7/10,Introductory exercises in live-action 16mm filmmaking culminating in the production of a nonfiction film as a group project in the spring term. Part one of a two-part series .Students are required to take both parts A and B of the course within the same academic year.,,https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AFVS+50,Faculty of Arts & Sciences,"['Art', 'Film', 'and Visual Studies']","['Art', 'Film', 'and Visual Studies']",Cambridge Campus,0,Studio,FAS Letter Graded,Available for Harvard Cross Registration, 12/19/2023 2:00 PM,,"FALL 2023: To take this limited-enrollment course, please consult the Canvas course site for information about the enrollment process and procedures.",There are no prerequisites for this course; it serves as a prerequisite for AFVS 50B.,,,
a0ce9e5ff3224a5198aca645d13ef054,Introduction to Non Fiction Filmmaking,AFVS 50B,['Robb Moss'],2024 Spring,Full Term,,,1/22/2024,4/24/2024,,"https://www.google.com/maps?saddr=Current+Location&daddr=0,0&dirflg=w","['W', 'F', '', '']",14633,159860,Instructor,0/10,Introductory exercises in live-action 16mm filmmaking culminating in the production of a nonfiction film as a group project in the spring term. Students must complete both terms of this course (part A and part B) within the same academic year to receive credit.,,https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AFVS+50,Faculty of Arts & Sciences,"['Art', 'Film', 'and Visual Studies']","['Art', 'Film', 'and Visual Studies']",Cambridge Campus,8,Studio,FAS Letter Graded,Available for Harvard Cross Registration, 5/10/2024 2:00 PM,,,,,Pre-requisite: AFVS 50A,
4dc31cb16f494f1c9139dba72479b7ab,Introduction to Nonfiction Videomaking,AFVS 52,['Alfred Guzzetti'],2023 Fall,Full Term,12:00pm,2:45pm,9/5/2023,12/5/2023,Sever 416 (FAS),"https://www.google.com/maps?saddr=Current+Location&daddr=42.37436,-71.115493&dirflg=w","['M', 'W']",16021,108859,Instructor,10/10,"This production course introduces students to the concepts and practices of nonfiction film. Students will learn the fundamentals of making compelling images and watch films that define the genre. The heart of the class is an independent project, an observational film, the subject of which is the student's choosing. In the process of creating this film, students will become familiar with the technical aspects of videomaking as well as professional editing software. ",,https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AFVS+52,Faculty of Arts & Sciences,"['Art', 'Film', 'and Visual Studies']","['Art', 'Film', 'and Visual Studies']",Cambridge Campus,4,Studio,FAS Letter Graded,Available for Harvard Cross Registration, 12/18/2023 2:00 PM,,"FALL 2023: To take this limited-enrollment course, please consult the Canvas course site for information about the enrollment process and procedures.",,,,
2cb03b00789346c89bc75ec7c45f8817,Fundamentals of Animation,AFVS 53AR,['Ruth Lingford'],2023 Fall,Full Term,12:00pm,4:15pm,9/5/2023,12/5/2023,Sever 405 (FAS),"https://www.google.com/maps?saddr=Current+Location&daddr=42.37436,-71.115493&dirflg=w",['Th'],20671,110676,Instructor,12/12,An introduction to the possibilities of animation for absolute beginners. ,,https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AFVS+53,Faculty of Arts & Sciences,"['Art', 'Film', 'and Visual Studies']","['Art', 'Film', 'and Visual Studies']",Cambridge Campus,4,Studio,FAS Letter Graded,Available for Harvard Cross Registration, 12/13/2023 2:00 PM,,"FALL 2023: To take this limited-enrollment course, please consult the Canvas course site for information about the enrollment process and procedures.
Please note: There are weekly screenings for this class on Fridays at 12pm. ",There are weekly screenings for this course on Fridays from 12pm to 2pm.,,,
d6c6c4740fac4ece9599032a4a29778a,Fundamentals of Animation,AFVS 53AR,['Ruth Lingford'],2024 Spring,Full Term,12:00pm,4:15pm,1/22/2024,4/24/2024,Location:TBA3,"https://www.google.com/maps?saddr=Current+Location&daddr=0,0&dirflg=w",['Th'],13782,110676,Instructor,0/12,An introduction to the possibilities of animation for absolute beginners. ,,https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AFVS+53,Faculty of Arts & Sciences,"['Art', 'Film', 'and Visual Studies']","['Art', 'Film', 'and Visual Studies']",Cambridge Campus,4,Studio,FAS Letter Graded,Available for Harvard Cross Registration, 5/07/2024 9:00 AM,,,There are weekly screenings for this course on Fridays from 12pm to 2pm.,,,
7413a030864249c9b8f8aaa7d47b096b,Animating Science,AFVS 54S,"['Ruth Lingford', 'Alain Viel']",2024 Spring,Full Term,12:00pm,4:15pm,1/22/2024,4/24/2024,Location:TBA3,"https://www.google.com/maps?saddr=Current+Location&daddr=0,0&dirflg=w",['W'],20151,126181,Instructor,0/12,"This hands-on class will investigate the cross-overs between science and animation. How can animation communicate abstract ideas? How can science inspire the artist? Students will acquire some fundamental animation skills, and will work on individual and group projects. This class will be suitable for students with an interest either in science or visual art, or both.",,https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AFVS+54,Faculty of Arts & Sciences,"['Art', 'Film', 'and Visual Studies']","['Art', 'Film', 'and Visual Studies']",Cambridge Campus,4,Studio,FAS Letter Graded,Available for Harvard Cross Registration,,,,,,,
f9be091d6b264dc59e350e7dce334185,A Video Toolbox,AFVS 58T,['Alfred Guzzetti'],2023 Fall,Full Term,12:00pm,2:45pm,9/5/2023,12/5/2023,Sever B10 (FAS),"https://www.google.com/maps?saddr=Current+Location&daddr=42.37436,-71.115493&dirflg=w","['T', 'Th']",16009,220420,Instructor,9/10,"An introductory production course designed to lay a foundation for various nonfiction uses of the digital image, still and moving. Projects include making and sequencing still photographs, shooting digital moving pictures and recording sound, editing picture and sound, and creation of single-channel videos.",,https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AFVS+58,Faculty of Arts & Sciences,"['Art', 'Film', 'and Visual Studies']","['Art', 'Film', 'and Visual Studies']",Cambridge Campus,4,Studio,FAS Letter Graded,Available for Harvard Cross Registration, 12/13/2023 2:00 PM,,"FALL 2023: To take this limited-enrollment course, please consult the Canvas course site for information about the enrollment process and procedures.",,,,
c3c32b5f635e43bf8ca85d81c6c88402,Approaching Narrative: Introduction to Fiction Filmmaking,AFVS 60X,['Alain Gomis'],2023 Fall,Full Term,9:00am,11:45am,9/5/2023,12/5/2023,Sever 415 (FAS),"https://www.google.com/maps?saddr=Current+Location&daddr=42.37436,-71.115493&dirflg=w","['M', 'W']",20659,127469,Instructor,10/10,"In this production course, students will learn the basic principles of narrative filmmaking, experiment with the visual language of cinema, and push the boundaries of their own moving image work. Students will be introduced to the aesthetic and formal elements of cinema and the terminology of film production. Techniques explored include cinematography, sound recording, and editing. In-class screenings and lectures will give an overview of different modes of filmmaking, including narrative, documentary, and experimental. Students will hone their powers of observation, communicate visual ideas with clarity and simplicity, explore personal storytelling, and develop the ability to read films as trained and informed viewers. Classes will consist of weekly critiques of student work. By the end of the course, students will be equipped with the necessary tools to produce two short 5-7 minute films with sync sound.",,https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AFVS+60,Faculty of Arts & Sciences,"['Art', 'Film', 'and Visual Studies']","['Art', 'Film', 'and Visual Studies']",Cambridge Campus,4,Studio,FAS Letter Graded,Available for Harvard Cross Registration, 12/20/2023 9:00 AM,,"FALL 2023: To take this limited-enrollment course, please consult the Canvas course site for information about the enrollment process and procedures.",No prior filmmaking experience necessary.,,,
2b9ab0d5432e43f6b646292e01163407,Introduction to Time-Based Media,AFVS 63,['Karthik Pandian'],2023 Fall,Full Term,12:45pm,2:45pm,9/5/2023,12/5/2023,Carpenter 2nd Fl,"https://www.google.com/maps?saddr=Current+Location&daddr=42.373607,-71.114283&dirflg=w","['T', 'Th']",20629,205410,Instructor,11/12,"An introduction to drawing, sculpture, performance, and film through time-based materials and practices. Students will develop their own relationship to the creative process through the transformation of humble materials (cardboard, charcoal, found objects), inspiration from a diverse range of artists, and critical reflection guided both by the instructors and the students themselves. ",,https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AFVS+63,Faculty of Arts & Sciences,"['Art', 'Film', 'and Visual Studies']","['Art', 'Film', 'and Visual Studies']",Cambridge Campus,4,Studio,FAS Letter Graded,Available for Harvard Cross Registration, 12/13/2023 2:00 PM,,"FALL 2023: To take this limited-enrollment course, please consult the Canvas course site for information about the enrollment process and procedures.",First year students and students who have not taken any AFVS courses are encouraged to apply. All materials will be provided (or found by the students at no cost to themselves.,,,
456c89c252fd4d1ea0bdb9df9a356174,Photographic/Cinematic: introduction to lens-based practices,AFVS 65,['Joana Pimenta'],2024 Spring,Full Term,,,1/22/2024,4/24/2024,,"https://www.google.com/maps?saddr=Current+Location&daddr=0,0&dirflg=w","['M', 'W', '', '']",15319,220433,Instructor,0/20,"Introduction to lens-based practices. We will focus on the photographic principles of cinematography for filmmakers (camera, lenses, scale of shots, exposure, composition, lighting, among others), and work with a series of photography-based exercises for moving image, using both still and moving image cameras, and working across film and video. This is a foundations course for work in film/video, with a specific focus on cinematography, where students will learn through practice photographic fundamentals that will be central to their moving image work.",,https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AFVS+65,Faculty of Arts & Sciences,"['Art', 'Film', 'and Visual Studies']","['Art', 'Film', 'and Visual Studies']",Cambridge Campus,4,Studio,FAS Letter Graded,Available for Harvard Cross Registration, 5/10/2024 2:00 PM,,,,,,
